date,temp_mean_C,temp_min_C,temp_max_C,precipitation_mm,humidity_percent,wind_speed_ms,year,month,day_of_year,season,temp_range,is_rainy,weather_category
2020-05-14,33.74,26.17,40.6,0.13,34.76,2.02,2020,5,135,Summer,14.43,0,Warm
2020-05-15,32.84,25.79,40.07,1.13,36.37,4.27,2020,5,136,Summer,14.280000000000001,1,Warm
2020-05-16,32.84,24.51,40.73,0.0,29.94,4.76,2020,5,137,Summer,16.219999999999995,0,Warm
2020-05-17,33.8,25.1,42.14,0.0,25.99,3.0,2020,5,138,Summer,17.04,0,Warm
2020-05-18,33.35,24.67,42.28,0.0,22.64,3.41,2020,5,139,Summer,17.61,0,Warm
2020-05-19,33.35,25.58,42.07,0.0,17.6,3.2,2020,5,140,Summer,16.490000000000002,0,Warm
2020-05-20,32.65,23.98,41.2,0.0,19.03,4.26,2020,5,141,Summer,17.220000000000002,0,Warm
2020-05-21,34.05,23.44,43.54,0.0,17.56,5.16,2020,5,142,Summer,20.099999999999998,0,Warm
2020-05-22,37.02,27.67,45.35,0.0,14.22,2.62,2020,5,143,Summer,17.68,0,Hot
2020-05-23,38.3,30.09,46.5,0.0,17.13,4.0,2020,5,144,Summer,16.41,0,Hot
2020-05-24,37.84,28.81,46.02,0.0,16.44,4.42,2020,5,145,Summer,17.210000000000004,0,Hot
2020-05-25,37.62,29.02,45.84,0.0,18.15,4.15,2020,5,146,Summer,16.820000000000004,0,Hot
2020-05-26,38.26,30.24,46.79,0.0,17.22,5.45,2020,5,147,Summer,16.55,0,Hot
2020-05-27,38.76,30.88,47.09,0.0,15.26,3.81,2020,5,148,Summer,16.210000000000004,0,Hot
2020-05-28,36.93,28.53,44.12,0.24,24.54,4.66,2020,5,149,Summer,15.589999999999996,0,Hot
2020-05-29,35.18,28.39,41.79,4.6,31.79,5.81,2020,5,150,Summer,13.399999999999999,1,Hot
2020-05-30,31.15,27.53,34.53,10.18,45.45,4.21,2020,5,151,Summer,7.0,1,Warm
2020-05-31,29.64,24.11,35.25,11.08,56.01,1.68,2020,5,152,Summer,11.14,1,Warm
2020-06-01,30.36,24.32,36.08,4.99,54.63,2.43,2020,6,153,Summer,11.759999999999998,1,Warm
2020-06-02,31.55,27.18,36.48,2.26,47.61,1.88,2020,6,154,Summer,9.299999999999997,1,Warm
2020-06-03,32.54,25.77,38.94,0.1,43.34,2.28,2020,6,155,Summer,13.169999999999998,0,Warm
2020-06-04,30.01,25.38,36.88,0.98,52.18,2.47,2020,6,156,Summer,11.500000000000004,0,Warm
2020-06-05,30.62,24.16,37.01,2.19,52.09,2.58,2020,6,157,Summer,12.849999999999998,1,Warm
2020-06-06,31.27,25.81,35.66,1.45,47.66,2.33,2020,6,158,Summer,9.849999999999998,1,Warm
2020-06-07,32.3,27.5,36.64,8.54,48.41,2.01,2020,6,159,Summer,9.14,1,Warm
2020-06-08,33.08,27.59,38.86,0.33,44.62,2.27,2020,6,160,Summer,11.27,0,Warm
2020-06-09,34.97,27.89,41.51,0.04,40.57,2.42,2020,6,161,Summer,13.619999999999997,0,Warm
2020-06-10,36.43,29.17,42.95,0.4,38.13,1.78,2020,6,162,Summer,13.780000000000001,0,Hot
2020-06-11,36.7,31.41,41.85,0.66,37.44,1.9,2020,6,163,Summer,10.440000000000001,0,Hot
2020-06-12,37.24,30.97,42.95,0.0,36.4,1.87,2020,6,164,Summer,11.980000000000004,0,Hot
2020-06-13,36.7,30.63,42.58,0.17,34.29,2.22,2020,6,165,Summer,11.95,0,Hot
2020-06-14,36.16,30.09,42.18,0.07,34.69,2.28,2020,6,166,Summer,12.09,0,Hot
2020-06-15,36.59,29.66,43.61,0.0,30.31,2.33,2020,6,167,Summer,13.95,0,Hot
2020-06-16,36.93,29.86,43.92,0.0,22.9,2.01,2020,6,168,Summer,14.060000000000002,0,Hot
2020-06-17,36.73,29.55,43.1,0.01,25.76,2.89,2020,6,169,Summer,13.55,0,Hot
2020-06-18,37.66,29.98,45.0,0.0,26.39,2.85,2020,6,170,Summer,15.02,0,Hot
2020-06-19,37.99,31.12,44.29,0.14,29.64,3.66,2020,6,171,Summer,13.169999999999998,0,Hot
2020-06-20,37.63,32.28,42.86,3.97,33.74,3.86,2020,6,172,Summer,10.579999999999998,1,Hot
2020-06-21,36.17,29.97,42.13,0.16,40.23,2.36,2020,6,173,Summer,12.160000000000004,0,Hot
2020-06-22,34.05,30.51,37.67,13.81,50.67,1.99,2020,6,174,Summer,7.16,1,Warm
2020-06-23,34.51,29.73,40.37,0.01,49.03,3.96,2020,6,175,Summer,10.639999999999997,0,Warm
2020-06-24,33.43,29.16,37.89,2.57,57.23,2.95,2020,6,176,Summer,8.73,1,Warm
2020-06-25,34.81,29.76,39.91,0.88,53.68,1.67,2020,6,177,Summer,10.149999999999995,0,Warm
2020-06-26,34.85,30.31,41.4,0.88,52.63,3.24,2020,6,178,Summer,11.09,0,Warm
2020-06-27,36.94,31.47,42.86,0.64,40.7,5.06,2020,6,179,Summer,11.39,0,Hot
2020-06-28,37.14,31.32,42.53,0.0,39.51,5.14,2020,6,180,Summer,11.21,0,Hot
2020-06-29,37.14,31.6,42.4,0.92,39.67,4.17,2020,6,181,Summer,10.799999999999997,0,Hot
2020-06-30,35.6,31.14,40.58,1.86,46.39,3.36,2020,6,182,Summer,9.439999999999998,1,Hot
2020-07-01,36.52,30.85,42.06,0.06,43.04,2.33,2020,7,183,Monsoon,11.21,0,Hot
2020-07-02,37.52,31.96,43.03,0.59,40.37,3.12,2020,7,184,Monsoon,11.07,0,Hot
2020-07-03,37.57,32.97,42.33,5.54,42.27,3.37,2020,7,185,Monsoon,9.36,1,Hot
2020-07-04,36.67,31.97,42.14,8.88,46.79,2.93,2020,7,186,Monsoon,10.170000000000002,1,Hot
2020-07-05,31.84,29.66,34.03,22.41,68.18,2.41,2020,7,187,Monsoon,4.370000000000001,1,Warm
2020-07-06,33.7,28.22,39.28,0.13,53.25,2.41,2020,7,188,Monsoon,11.060000000000002,0,Warm
2020-07-07,31.27,27.07,35.24,4.52,62.78,5.45,2020,7,189,Monsoon,8.170000000000002,1,Warm
2020-07-08,31.41,26.55,36.06,4.0,65.4,3.55,2020,7,190,Monsoon,9.510000000000002,1,Warm
2020-07-09,33.3,28.71,37.87,2.3,59.78,2.74,2020,7,191,Monsoon,9.159999999999997,1,Warm
2020-07-10,35.34,29.78,41.92,2.64,49.19,5.37,2020,7,192,Monsoon,12.14,1,Hot
2020-07-11,34.58,29.3,39.02,2.8,52.34,3.39,2020,7,193,Monsoon,9.720000000000002,1,Warm
2020-07-12,33.05,29.94,36.19,3.34,59.49,2.36,2020,7,194,Monsoon,6.2499999999999964,1,Warm
2020-07-13,33.43,28.16,38.82,0.03,57.52,3.11,2020,7,195,Monsoon,10.66,0,Warm
2020-07-14,34.95,28.98,41.02,0.0,47.38,2.27,2020,7,196,Monsoon,12.040000000000003,0,Warm
2020-07-15,34.66,29.35,40.43,0.13,50.22,3.14,2020,7,197,Monsoon,11.079999999999998,0,Warm
2020-07-16,33.69,28.97,38.63,0.88,54.92,3.8,2020,7,198,Monsoon,9.660000000000004,0,Warm
2020-07-17,32.97,29.95,36.68,9.62,62.55,3.71,2020,7,199,Monsoon,6.73,1,Warm
2020-07-18,33.49,28.84,37.75,14.66,63.18,2.08,2020,7,200,Monsoon,8.91,1,Warm
2020-07-19,33.15,29.32,37.03,12.01,67.29,3.58,2020,7,201,Monsoon,7.710000000000001,1,Warm
2020-07-20,33.63,29.37,38.53,12.42,60.2,3.47,2020,7,202,Monsoon,9.16,1,Warm
2020-07-21,31.24,28.13,34.84,16.3,72.03,2.58,2020,7,203,Monsoon,6.710000000000004,1,Warm
2020-07-22,28.5,26.26,31.04,42.11,81.67,2.73,2020,7,204,Monsoon,4.779999999999998,1,Warm
2020-07-23,30.24,25.01,35.22,0.72,68.85,2.58,2020,7,205,Monsoon,10.209999999999997,0,Warm
2020-07-24,30.69,25.82,35.57,1.25,65.59,2.91,2020,7,206,Monsoon,9.75,1,Warm
2020-07-25,30.62,26.22,35.39,6.03,69.68,3.33,2020,7,207,Monsoon,9.170000000000002,1,Warm
2020-07-26,31.36,26.58,36.32,4.3,67.08,1.48,2020,7,208,Monsoon,9.740000000000002,1,Warm
2020-07-27,32.94,27.66,38.11,0.01,60.17,2.83,2020,7,209,Monsoon,10.45,0,Warm
2020-07-28,34.03,28.9,39.06,5.05,58.72,2.77,2020,7,210,Monsoon,10.160000000000004,1,Warm
2020-07-29,33.09,27.99,39.2,8.17,61.27,3.33,2020,7,211,Monsoon,11.210000000000004,1,Warm
2020-07-30,30.33,26.76,33.5,10.53,75.07,1.92,2020,7,212,Monsoon,6.739999999999998,1,Warm
2020-07-31,31.68,27.53,35.88,4.32,70.54,1.89,2020,7,213,Monsoon,8.350000000000001,1,Warm
2020-08-01,32.09,28.08,35.78,3.78,67.19,1.71,2020,8,214,Monsoon,7.700000000000003,1,Warm
2020-08-02,32.39,27.5,36.87,3.85,63.93,2.55,2020,8,215,Monsoon,9.369999999999997,1,Warm
2020-08-03,32.97,27.8,38.04,1.47,65.58,3.6,2020,8,216,Monsoon,10.239999999999998,1,Warm
2020-08-04,33.18,28.26,38.41,1.25,63.79,2.75,2020,8,217,Monsoon,10.149999999999995,1,Warm
2020-08-05,31.53,28.48,34.4,3.9,70.15,2.8,2020,8,218,Monsoon,5.919999999999998,1,Warm
2020-08-06,31.45,27.14,37.33,1.94,68.36,6.41,2020,8,219,Monsoon,10.189999999999998,1,Warm
2020-08-07,31.24,26.72,36.1,0.7,71.35,4.87,2020,8,220,Monsoon,9.380000000000003,0,Warm
2020-08-08,32.53,27.74,36.81,4.21,65.47,1.01,2020,8,221,Monsoon,9.070000000000004,1,Warm
2020-08-09,31.88,28.79,35.09,6.71,68.05,1.03,2020,8,222,Monsoon,6.300000000000004,1,Warm
2020-08-10,30.95,27.39,34.57,6.14,75.96,2.04,2020,8,223,Monsoon,7.18,1,Warm
2020-08-11,29.76,27.6,32.26,13.99,82.57,1.91,2020,8,224,Monsoon,4.659999999999997,1,Warm
2020-08-12,30.71,27.48,34.74,31.94,79.36,3.14,2020,8,225,Monsoon,7.260000000000002,1,Warm
2020-08-13,29.84,26.86,34.56,13.77,83.7,2.24,2020,8,226,Monsoon,7.700000000000003,1,Warm
2020-08-14,28.92,26.77,31.95,8.13,86.48,2.66,2020,8,227,Monsoon,5.18,1,Warm
2020-08-15,29.66,26.25,33.76,0.61,80.42,3.17,2020,8,228,Monsoon,7.509999999999998,0,Warm
2020-08-16,30.67,26.37,35.48,0.24,77.94,2.17,2020,8,229,Monsoon,9.109999999999996,0,Warm
2020-08-17,31.01,27.24,35.06,20.48,78.89,2.46,2020,8,230,Monsoon,7.820000000000004,1,Warm
2020-08-18,29.67,27.43,32.95,21.23,86.77,1.98,2020,8,231,Monsoon,5.520000000000003,1,Warm
2020-08-19,29.22,27.35,31.45,23.55,89.21,1.77,2020,8,232,Monsoon,4.099999999999998,1,Warm
2020-08-20,27.79,25.96,30.08,22.76,90.96,2.31,2020,8,233,Monsoon,4.119999999999997,1,Warm
2020-08-21,28.06,25.31,32.08,1.54,82.73,3.8,2020,8,234,Monsoon,6.77,1,Warm
2020-08-22,28.11,24.53,32.56,0.21,82.52,4.15,2020,8,235,Monsoon,8.030000000000001,0,Warm
2020-08-23,28.11,24.58,32.72,0.84,84.24,4.41,2020,8,236,Monsoon,8.14,0,Warm
2020-08-24,28.37,25.34,32.29,0.25,82.66,4.56,2020,8,237,Monsoon,6.949999999999999,0,Warm
2020-08-25,28.91,25.06,33.76,0.03,82.18,3.39,2020,8,238,Monsoon,8.7,0,Warm
2020-08-26,28.68,25.76,31.95,0.08,82.89,3.37,2020,8,239,Monsoon,6.189999999999998,0,Warm
2020-08-27,29.2,25.6,32.36,4.21,78.78,2.34,2020,8,240,Monsoon,6.759999999999998,1,Warm
2020-08-28,29.54,25.79,33.3,12.97,77.17,1.53,2020,8,241,Monsoon,7.509999999999998,1,Warm
2020-08-29,28.75,24.95,32.9,6.72,80.95,2.43,2020,8,242,Monsoon,7.949999999999999,1,Warm
2020-08-30,27.75,25.19,31.42,0.89,83.63,6.82,2020,8,243,Monsoon,6.23,0,Warm
2020-08-31,28.15,24.46,32.75,0.41,79.74,4.64,2020,8,244,Monsoon,8.29,0,Warm
2020-09-01,28.77,24.49,33.53,0.0,79.55,2.45,2020,9,245,Monsoon,9.040000000000003,0,Warm
2020-09-02,28.81,25.19,32.9,0.0,77.2,2.0,2020,9,246,Monsoon,7.709999999999997,0,Warm
2020-09-03,28.39,25.43,31.78,0.23,81.75,2.92,2020,9,247,Monsoon,6.350000000000001,0,Warm
2020-09-04,29.29,25.52,33.69,0.64,79.37,2.54,2020,9,248,Monsoon,8.169999999999998,0,Warm
2020-09-05,28.93,25.6,32.36,9.56,80.73,1.71,2020,9,249,Monsoon,6.759999999999998,1,Warm
2020-09-06,28.86,25.29,32.14,0.68,78.04,1.12,2020,9,250,Monsoon,6.850000000000001,0,Warm
2020-09-07,29.16,25.12,33.57,10.37,77.1,1.64,2020,9,251,Monsoon,8.45,1,Warm
2020-09-08,29.0,24.63,33.44,3.9,75.17,2.31,2020,9,252,Monsoon,8.809999999999999,1,Warm
2020-09-09,29.59,24.87,34.28,0.0,70.15,1.89,2020,9,253,Monsoon,9.41,0,Warm
2020-09-10,30.09,25.5,34.88,0.0,68.25,2.34,2020,9,254,Monsoon,9.380000000000003,0,Warm
2020-09-11,30.22,24.43,36.34,0.0,67.0,2.01,2020,9,255,Monsoon,11.910000000000004,0,Warm
2020-09-12,29.76,24.11,34.92,0.0,67.43,2.02,2020,9,256,Monsoon,10.810000000000002,0,Warm
2020-09-13,29.81,24.72,35.5,0.01,60.37,1.68,2020,9,257,Monsoon,10.780000000000001,0,Warm
2020-09-14,29.86,25.75,34.99,0.01,54.08,1.6,2020,9,258,Monsoon,9.240000000000002,0,Warm
2020-09-15,29.99,24.88,35.26,0.0,54.72,1.57,2020,9,259,Monsoon,10.379999999999999,0,Warm
2020-09-16,30.99,25.59,36.81,0.0,56.64,1.82,2020,9,260,Monsoon,11.220000000000002,0,Warm
2020-09-17,31.17,25.29,36.91,0.0,62.15,3.1,2020,9,261,Monsoon,11.619999999999997,0,Warm
2020-09-18,31.19,24.96,37.21,0.0,58.75,3.25,2020,9,262,Monsoon,12.25,0,Warm
2020-09-19,30.79,25.94,36.6,0.01,58.79,2.08,2020,9,263,Monsoon,10.66,0,Warm
2020-09-20,30.17,24.91,36.66,0.0,58.04,2.4,2020,9,264,Monsoon,11.749999999999996,0,Warm
2020-09-21,30.12,24.18,36.72,0.0,54.29,2.39,2020,9,265,Monsoon,12.54,0,Warm
2020-09-22,30.61,24.82,36.59,0.0,60.68,2.0,2020,9,266,Monsoon,11.770000000000003,0,Warm
2020-09-23,30.71,26.37,35.33,0.01,66.02,1.99,2020,9,267,Monsoon,8.959999999999997,0,Warm
2020-09-24,30.96,25.73,36.42,0.0,58.87,1.97,2020,9,268,Monsoon,10.690000000000001,0,Warm
2020-09-25,30.6,23.6,37.39,0.0,47.09,2.4,2020,9,269,Monsoon,13.79,0,Warm
2020-09-26,30.21,25.6,35.88,0.02,48.96,1.97,2020,9,270,Monsoon,10.280000000000001,0,Warm
2020-09-27,29.72,23.44,36.46,0.0,50.36,1.77,2020,9,271,Monsoon,13.02,0,Warm
2020-09-28,29.33,22.41,36.71,0.0,46.66,2.67,2020,9,272,Monsoon,14.3,0,Warm
2020-09-29,28.2,21.18,36.53,0.0,49.67,3.03,2020,9,273,Monsoon,15.350000000000001,0,Warm
2020-09-30,27.79,20.38,36.4,0.0,49.88,3.41,2020,9,274,Monsoon,16.02,0,Warm
2020-10-01,28.81,20.94,36.96,0.0,43.96,3.04,2020,10,275,Autumn,16.02,0,Warm
2020-10-02,28.46,20.68,36.75,0.0,40.24,2.33,2020,10,276,Autumn,16.07,0,Warm
2020-10-03,28.09,20.04,36.51,0.0,36.63,2.35,2020,10,277,Autumn,16.47,0,Warm
2020-10-04,27.69,21.06,35.66,0.0,35.06,2.22,2020,10,278,Autumn,14.599999999999998,0,Warm
2020-10-05,27.28,19.29,36.67,0.0,38.08,3.31,2020,10,279,Autumn,17.380000000000003,0,Warm
2020-10-06,27.73,19.04,36.76,0.0,35.49,2.68,2020,10,280,Autumn,17.72,0,Warm
2020-10-07,27.5,19.83,36.7,0.0,37.52,2.37,2020,10,281,Autumn,16.870000000000005,0,Warm
2020-10-08,27.7,20.4,35.93,0.0,35.94,2.26,2020,10,282,Autumn,15.530000000000001,0,Warm
2020-10-09,27.58,20.33,36.04,0.0,38.03,2.12,2020,10,283,Autumn,15.71,0,Warm
2020-10-10,28.08,21.76,35.63,0.0,39.48,2.36,2020,10,284,Autumn,13.870000000000001,0,Warm
2020-10-11,27.73,19.51,36.18,0.0,38.39,2.55,2020,10,285,Autumn,16.669999999999998,0,Warm
2020-10-12,27.57,20.35,35.6,0.0,35.23,2.08,2020,10,286,Autumn,15.25,0,Warm
2020-10-13,28.41,23.09,35.23,0.0,32.71,1.26,2020,10,287,Autumn,12.139999999999997,0,Warm
2020-10-14,27.35,21.68,34.94,0.0,41.05,1.86,2020,10,288,Autumn,13.259999999999998,0,Warm
2020-10-15,27.08,21.02,35.33,0.0,38.15,2.48,2020,10,289,Autumn,14.309999999999999,0,Warm
2020-10-16,26.2,19.64,34.78,0.0,36.22,2.45,2020,10,290,Autumn,15.14,0,Warm
2020-10-17,26.99,21.72,34.94,0.0,32.81,2.0,2020,10,291,Autumn,13.219999999999999,0,Warm
2020-10-18,25.68,18.96,34.72,0.0,33.86,3.19,2020,10,292,Autumn,15.759999999999998,0,Warm
2020-10-19,24.91,18.4,34.58,0.0,32.29,3.3,2020,10,293,Autumn,16.18,0,Pleasant
2020-10-20,25.27,17.36,34.46,0.0,27.07,2.5,2020,10,294,Autumn,17.1,0,Warm
2020-10-21,26.86,20.31,35.12,0.0,25.34,1.57,2020,10,295,Autumn,14.809999999999999,0,Warm
2020-10-22,26.79,21.31,34.42,0.0,35.95,1.76,2020,10,296,Autumn,13.110000000000003,0,Warm
2020-10-23,25.32,18.21,33.91,0.0,36.68,2.47,2020,10,297,Autumn,15.699999999999996,0,Warm
2020-10-24,25.02,20.07,33.34,0.0,28.37,2.26,2020,10,298,Autumn,13.270000000000003,0,Warm
2020-10-25,24.53,18.49,33.87,0.0,26.35,2.09,2020,10,299,Autumn,15.379999999999999,0,Pleasant
2020-10-26,24.29,18.77,32.82,0.0,28.5,2.1,2020,10,300,Autumn,14.05,0,Pleasant
2020-10-27,22.46,15.39,31.28,0.0,33.52,2.78,2020,10,301,Autumn,15.89,0,Pleasant
2020-10-28,22.74,15.98,31.35,0.0,25.62,1.64,2020,10,302,Autumn,15.370000000000001,0,Pleasant
2020-10-29,22.36,16.62,30.6,0.0,28.09,1.73,2020,10,303,Autumn,13.98,0,Pleasant
2020-10-30,21.79,15.38,31.26,0.0,32.08,3.08,2020,10,304,Autumn,15.88,0,Pleasant
2020-10-31,21.08,14.1,30.82,0.0,31.68,4.0,2020,10,305,Autumn,16.72,0,Pleasant
2020-11-01,20.36,12.99,29.54,0.0,27.08,3.58,2020,11,306,Autumn,16.549999999999997,0,Pleasant
2020-11-02,20.82,13.19,30.67,0.0,29.36,3.25,2020,11,307,Autumn,17.480000000000004,0,Pleasant
2020-11-03,21.69,14.38,30.73,0.0,25.95,2.34,2020,11,308,Autumn,16.35,0,Pleasant
2020-11-04,21.88,14.72,30.34,0.0,27.54,2.65,2020,11,309,Autumn,15.62,0,Pleasant
2020-11-05,21.86,13.94,31.26,0.0,25.15,2.34,2020,11,310,Autumn,17.32,0,Pleasant
2020-11-06,22.31,15.27,31.33,0.0,26.34,2.02,2020,11,311,Autumn,16.06,0,Pleasant
2020-11-07,21.84,14.57,30.4,0.0,29.39,2.38,2020,11,312,Autumn,15.829999999999998,0,Pleasant
2020-11-08,21.56,16.14,30.1,0.0,30.26,1.84,2020,11,313,Autumn,13.96,0,Pleasant
2020-11-09,20.35,13.88,28.2,0.0,34.26,1.96,2020,11,314,Autumn,14.319999999999999,0,Pleasant
2020-11-10,21.69,14.85,29.43,0.0,30.93,1.49,2020,11,315,Autumn,14.58,0,Pleasant
2020-11-11,21.06,13.08,28.81,0.0,36.18,2.1,2020,11,316,Autumn,15.729999999999999,0,Pleasant
2020-11-12,20.53,14.27,28.84,0.0,41.4,1.98,2020,11,317,Autumn,14.57,0,Pleasant
2020-11-13,20.86,14.78,28.91,0.0,37.37,1.86,2020,11,318,Autumn,14.13,0,Pleasant
2020-11-14,21.29,16.07,29.06,0.0,33.25,1.41,2020,11,319,Autumn,12.989999999999998,0,Pleasant
2020-11-15,21.93,15.72,29.69,3.65,46.69,3.77,2020,11,320,Autumn,13.97,1,Pleasant
2020-11-16,20.04,15.3,26.15,0.1,70.21,2.72,2020,11,321,Autumn,10.849999999999998,0,Pleasant
2020-11-17,18.55,12.94,26.21,0.0,57.99,3.05,2020,11,322,Autumn,13.270000000000001,0,Pleasant
2020-11-18,17.63,11.74,25.34,0.0,44.21,2.37,2020,11,323,Autumn,13.6,0,Pleasant
2020-11-19,16.84,11.47,25.04,0.0,36.65,2.74,2020,11,324,Autumn,13.569999999999999,0,Pleasant
2020-11-20,16.53,9.39,25.65,0.0,36.94,3.96,2020,11,325,Autumn,16.259999999999998,0,Pleasant
2020-11-21,15.86,8.8,25.18,0.0,39.52,4.48,2020,11,326,Autumn,16.38,0,Pleasant
2020-11-22,16.23,8.55,24.87,0.0,30.57,3.03,2020,11,327,Autumn,16.32,0,Pleasant
2020-11-23,17.83,11.04,26.56,0.0,24.16,1.74,2020,11,328,Autumn,15.52,0,Pleasant
2020-11-24,17.93,12.87,26.09,0.0,25.4,1.65,2020,11,329,Autumn,13.22,0,Pleasant
2020-11-25,17.32,12.42,25.12,0.01,31.69,2.3,2020,11,330,Autumn,12.700000000000001,0,Pleasant
2020-11-26,16.44,10.93,24.16,0.31,55.57,3.41,2020,11,331,Autumn,13.23,0,Pleasant
2020-11-27,16.31,9.07,26.15,0.0,48.93,3.91,2020,11,332,Autumn,17.08,0,Pleasant
2020-11-28,15.69,8.33,25.5,0.0,46.6,3.65,2020,11,333,Autumn,17.17,0,Pleasant
2020-11-29,15.94,8.22,26.0,0.0,36.37,2.59,2020,11,334,Autumn,17.78,0,Pleasant
2020-11-30,16.99,10.87,26.85,0.0,33.47,2.31,2020,11,335,Autumn,15.980000000000002,0,Pleasant
2020-12-01,16.89,9.8,26.34,0.0,39.92,2.49,2020,12,336,Winter,16.54,0,Pleasant
2020-12-02,17.39,10.1,27.08,0.0,44.46,3.39,2020,12,337,Winter,16.979999999999997,0,Pleasant
2020-12-03,18.33,10.7,27.19,0.0,43.17,1.91,2020,12,338,Winter,16.490000000000002,0,Pleasant
2020-12-04,19.82,13.28,29.42,0.0,32.28,1.66,2020,12,339,Winter,16.14,0,Pleasant
2020-12-05,20.01,12.83,30.23,0.0,28.54,2.07,2020,12,340,Winter,17.4,0,Pleasant
2020-12-06,19.71,14.23,29.11,0.0,32.5,2.39,2020,12,341,Winter,14.879999999999999,0,Pleasant
2020-12-07,18.6,11.68,28.52,0.0,38.06,3.17,2020,12,342,Winter,16.84,0,Pleasant
2020-12-08,19.28,13.22,28.16,0.0,37.57,1.8,2020,12,343,Winter,14.94,0,Pleasant
2020-12-09,20.4,13.84,29.67,0.0,36.94,1.95,2020,12,344,Winter,15.830000000000002,0,Pleasant
2020-12-10,19.74,12.69,28.85,0.0,47.68,2.16,2020,12,345,Winter,16.160000000000004,0,Pleasant
2020-12-11,19.85,12.46,28.1,0.01,49.1,2.28,2020,12,346,Winter,15.64,0,Pleasant
2020-12-12,19.16,14.73,25.48,0.52,56.16,3.05,2020,12,347,Winter,10.75,0,Pleasant
2020-12-13,14.82,9.69,22.38,0.0,50.71,3.96,2020,12,348,Winter,12.69,0,Cold
2020-12-14,12.73,6.11,21.69,0.0,47.47,3.04,2020,12,349,Winter,15.580000000000002,0,Cold
2020-12-15,11.94,5.82,19.51,0.0,45.5,2.98,2020,12,350,Winter,13.690000000000001,0,Cold
2020-12-16,12.2,6.34,21.0,0.0,41.41,4.05,2020,12,351,Winter,14.66,0,Cold
2020-12-17,9.78,3.01,17.88,0.0,37.62,4.12,2020,12,352,Winter,14.87,0,Cold
2020-12-18,11.17,3.94,20.93,0.0,34.7,4.53,2020,12,353,Winter,16.99,0,Cold
2020-12-19,12.79,4.74,23.6,0.0,31.17,4.16,2020,12,354,Winter,18.86,0,Cold
2020-12-20,13.63,6.08,23.27,0.0,30.2,3.77,2020,12,355,Winter,17.189999999999998,0,Cold
2020-12-21,13.8,6.99,21.35,0.0,39.84,3.3,2020,12,356,Winter,14.360000000000001,0,Cold
2020-12-22,15.05,8.8,24.16,0.0,34.48,2.43,2020,12,357,Winter,15.36,0,Pleasant
2020-12-23,14.29,7.27,24.34,0.0,38.5,2.54,2020,12,358,Winter,17.07,0,Cold
2020-12-24,13.68,7.09,23.52,0.0,41.2,2.75,2020,12,359,Winter,16.43,0,Cold
2020-12-25,13.03,6.18,22.65,0.0,39.93,3.26,2020,12,360,Winter,16.47,0,Cold
2020-12-26,13.82,6.07,23.44,0.0,39.26,2.97,2020,12,361,Winter,17.37,0,Cold
2020-12-27,15.47,10.15,24.07,0.0,34.26,3.12,2020,12,362,Winter,13.92,0,Pleasant
2020-12-28,10.95,3.86,19.77,0.0,33.46,3.41,2020,12,363,Winter,15.91,0,Cold
2020-12-29,10.52,3.77,19.9,0.0,43.45,3.86,2020,12,364,Winter,16.13,0,Cold
2020-12-30,9.97,4.63,18.52,0.0,49.72,3.25,2020,12,365,Winter,13.89,0,Cold
2020-12-31,10.55,2.77,20.77,0.0,39.36,2.93,2020,12,366,Winter,18.0,0,Cold
2021-01-01,13.08,5.5,20.9,0.0,31.66,1.54,2021,1,1,Winter,15.399999999999999,0,Cold
2021-01-02,13.38,10.79,18.27,9.0,54.85,3.37,2021,1,2,Winter,7.48,1,Cold
2021-01-03,14.97,11.0,20.37,11.59,86.96,4.36,2021,1,3,Winter,9.370000000000001,1,Cold
2021-01-04,16.53,10.72,24.95,2.76,80.23,3.14,2021,1,4,Winter,14.229999999999999,1,Pleasant
2021-01-05,16.9,14.13,22.32,10.13,79.07,3.4,2021,1,5,Winter,8.19,1,Pleasant
2021-01-06,16.35,12.19,21.47,7.23,76.44,1.4,2021,1,6,Winter,9.28,1,Pleasant
2021-01-07,13.58,8.52,20.54,0.65,77.17,2.44,2021,1,7,Winter,12.02,0,Cold
2021-01-08,14.29,7.96,21.81,0.74,73.03,1.72,2021,1,8,Winter,13.849999999999998,0,Cold
2021-01-09,14.26,8.86,21.72,0.01,62.48,2.82,2021,1,9,Winter,12.86,0,Cold
2021-01-10,11.42,7.34,17.91,0.0,61.97,3.77,2021,1,10,Winter,10.57,0,Cold
2021-01-11,10.34,3.37,19.35,0.0,56.99,3.99,2021,1,11,Winter,15.98,0,Cold
2021-01-12,11.04,4.04,20.79,0.0,50.52,3.95,2021,1,12,Winter,16.75,0,Cold
2021-01-13,10.3,3.34,19.79,0.0,46.51,3.19,2021,1,13,Winter,16.45,0,Cold
2021-01-14,12.72,5.3,20.78,0.0,36.57,1.24,2021,1,14,Winter,15.48,0,Cold
2021-01-15,13.03,7.54,20.73,0.0,36.84,1.34,2021,1,15,Winter,13.190000000000001,0,Cold
2021-01-16,10.91,3.37,21.49,0.0,45.76,2.75,2021,1,16,Winter,18.119999999999997,0,Cold
2021-01-17,10.67,4.18,18.22,0.0,49.93,2.83,2021,1,17,Winter,14.04,0,Cold
2021-01-18,13.01,9.47,18.86,0.0,44.45,3.0,2021,1,18,Winter,9.389999999999999,0,Cold
